Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2025-05-28 00:00:00,47.94,124.79,26.54,45.13,43.60,37.53,2.93,1.06,30.67,0.03,0.19,NA,NA,NA,NA,30.66,63.23,0.94,197.57,0.00,0.00,152.05,971.39,NA
2025-05-29 00:00:00,52.80,126.14,14.49,32.21,27.14,37.02,8.94,0.76,35.91,0.18,1.83,NA,NA,NA,NA,30.40,60.09,1.06,243.08,0.00,0.00,132.40,970.25,NA
2025-05-30 00:00:00,55.56,184.62,13.76,42.72,31.62,33.88,10.18,1.52,43.14,2.79,13.17,NA,NA,NA,NA,29.16,56.74,0.88,179.01,0.05,5.00,75.90,972.99,NA
2025-05-31 00:00:00,77.38,254.11,18.66,48.56,38.67,28.98,7.55,1.44,55.58,5.99,27.08,NA,NA,NA,NA,29.85,55.27,0.95,203.58,0.00,0.00,152.85,974.91,NA
2025-06-01 00:00:00,37.87,174.65,10.01,36.61,25.58,27.10,6.45,1.34,44.05,2.00,7.70,NA,NA,NA,NA,28.54,58.08,1.41,234.14,0.03,3.00,128.57,976.12,NA
2025-06-02 00:00:00,35.12,134.62,12.59,39.17,29.04,27.49,8.61,1.18,55.43,2.24,6.81,NA,NA,NA,NA,28.72,58.27,0.94,191.66,0.00,0.00,165.55,976.11,NA
2025-06-03 00:00:00,30.62,134.67,13.35,43.18,31.68,26.26,9.84,1.28,53.89,2.63,9.61,NA,NA,NA,NA,27.93,57.03,0.94,192.84,0.00,0.00,115.49,978.29,NA
2025-06-04 00:00:00,45.00,161.21,26.11,51.10,46.46,27.21,4.09,1.37,54.25,3.68,11.44,NA,NA,NA,NA,28.06,58.19,1.14,188.78,0.00,0.00,131.42,980.85,NA
2025-06-05 00:00:00,35.33,153.83,20.58,51.96,42.19,26.03,11.03,1.03,75.24,2.54,8.12,NA,NA,NA,NA,29.52,48.83,1.28,193.49,0.01,1.00,31.48,983.68,NA
2025-06-06 00:00:00,35.17,136.17,22.55,54.32,45.06,25.38,2.25,1.28,55.12,2.50,10.91,NA,NA,NA,NA,30.19,50.83,0.94,208.24,0.00,0.00,31.85,982.61,NA
2025-06-07 00:00:00,59.54,179.83,15.76,47.55,36.10,28.47,9.51,1.26,69.21,3.69,12.47,NA,NA,NA,NA,31.28,47.98,0.98,201.41,0.00,0.00,29.22,980.94,NA
2025-06-08 00:00:00,67.33,212.42,7.43,43.01,26.79,31.75,11.00,1.43,72.05,5.20,9.32,NA,NA,NA,NA,32.31,46.57,1.12,199.90,0.00,0.00,33.36,978.95,NA
2025-06-09 00:00:00,56.62,237.38,12.23,49.42,34.23,33.30,13.37,1.28,55.65,4.35,12.21,NA,NA,NA,NA,33.03,40.08,1.60,179.78,0.00,0.00,35.59,977.13,NA
2025-06-10 00:00:00,40.08,225.42,13.98,46.92,32.30,26.20,10.92,1.07,38.78,3.49,14.37,NA,NA,NA,NA,33.16,33.80,1.66,171.08,0.00,0.00,90.17,976.27,NA
2025-06-11 00:00:00,60.33,241.50,4.66,39.98,20.93,30.16,12.75,1.25,63.87,4.64,11.96,NA,NA,NA,NA,32.87,40.82,1.33,176.82,0.00,0.00,203.46,976.74,NA
2025-06-12 00:00:00,62.04,179.62,4.57,32.70,18.06,48.44,9.31,1.23,38.86,2.28,5.17,NA,NA,NA,NA,32.77,50.28,1.40,191.48,0.00,0.00,143.15,976.95,NA
2025-06-13 00:00:00,51.29,169.29,5.39,32.19,19.28,42.45,6.75,1.20,21.21,2.40,5.16,NA,NA,NA,NA,31.47,54.02,1.60,197.46,0.00,0.00,139.72,977.77,NA
2025-06-14 00:00:00,54.50,161.06,5.15,31.76,18.98,39.08,8.93,1.48,42.27,2.35,7.39,NA,NA,NA,NA,31.98,55.19,1.23,194.79,0.00,0.00,135.21,975.97,NA
2025-06-15 00:00:00,38.96,119.25,5.18,37.33,22.07,34.16,6.38,0.76,58.16,1.38,3.80,NA,NA,NA,NA,30.12,59.65,1.44,187.44,0.04,4.00,159.57,975.14,NA
2025-06-16 00:00:00,31.62,82.58,4.05,35.17,20.01,27.47,3.83,0.91,57.51,2.34,4.47,NA,NA,NA,NA,29.56,61.30,1.20,197.77,0.00,0.00,87.43,975.77,NA
2025-06-17 00:00:00,28.92,72.68,4.30,32.90,19.02,27.28,4.44,0.99,46.68,1.84,4.41,NA,NA,NA,NA,28.62,72.78,1.12,193.79,0.17,16.00,96.68,976.16,NA
2025-06-18 00:00:00,32.58,68.58,5.29,32.68,19.68,28.85,5.02,1.02,35.06,1.98,7.18,NA,NA,NA,NA,28.41,76.85,0.89,221.65,0.00,0.00,90.08,975.02,NA
2025-06-19 00:00:00,25.12,62.71,5.82,30.78,19.10,28.18,4.92,0.95,38.08,1.51,4.72,NA,NA,NA,NA,29.36,69.60,1.34,207.47,0.00,0.00,132.26,973.36,NA
2025-06-20 00:00:00,23.39,53.78,5.28,27.96,17.16,26.48,5.18,0.94,36.58,1.62,4.59,NA,NA,NA,NA,28.62,74.89,1.41,206.01,0.00,0.00,96.90,975.83,NA
2025-06-21 00:00:00,29.38,57.57,5.12,29.92,17.65,26.53,4.14,1.34,35.15,1.84,4.59,NA,NA,NA,NA,29.79,70.47,1.10,226.52,0.01,1.00,177.84,976.65,NA
2025-06-22 00:00:00,34.71,76.12,2.86,30.80,16.59,27.47,4.09,0.91,37.41,1.88,6.00,NA,NA,NA,NA,29.75,70.39,0.91,220.39,0.00,0.00,97.25,975.93,NA
2025-06-23 00:00:00,41.36,82.47,3.05,29.69,16.10,26.45,4.59,1.04,42.13,1.85,4.35,NA,NA,NA,NA,29.74,70.44,0.97,202.82,0.22,21.00,109.12,973.75,NA
2025-06-24 00:00:00,42.30,84.09,4.29,36.50,20.74,25.55,3.83,1.11,29.03,2.23,10.45,NA,NA,NA,NA,29.21,75.49,0.87,219.36,0.25,24.00,90.96,973.28,NA
2025-06-25 00:00:00,59.96,127.17,4.32,34.09,19.52,23.01,4.18,1.12,25.44,1.82,7.99,NA,NA,NA,NA,29.36,76.65,1.23,186.86,0.02,2.00,66.58,975.89,NA
2025-06-26 00:00:00,26.67,69.83,3.23,29.71,16.34,27.92,5.56,0.95,38.05,1.09,4.08,NA,NA,NA,NA,30.49,65.79,1.58,192.86,0.02,2.00,160.94,977.64,NA
2025-06-27 00:00:00,19.33,65.42,2.82,29.18,15.76,31.22,4.45,0.88,44.48,1.02,3.35,NA,NA,NA,NA,30.84,62.33,1.53,202.51,0.00,0.00,163.45,976.67,NA
2025-06-28 00:00:00,30.12,72.17,5.21,37.31,21.95,27.11,5.81,1.07,36.90,1.70,11.23,NA,NA,NA,NA,28.67,76.22,0.96,210.26,0.00,0.00,97.78,975.69,NA
2025-06-29 00:00:00,40.00,82.25,6.49,35.11,21.93,24.71,4.96,1.23,21.76,2.19,12.17,NA,NA,NA,NA,27.39,84.68,0.84,223.82,0.00,0.00,63.48,973.71,NA
2025-06-30 00:00:00,23.83,51.62,4.23,35.58,20.32,27.73,5.38,0.80,30.11,1.77,10.52,NA,NA,NA,NA,26.94,85.16,0.98,209.60,0.00,0.00,54.36,974.76,NA
2025-07-01 00:00:00,24.01,56.84,6.15,33.58,20.84,29.53,4.27,0.94,31.71,1.36,6.10,NA,NA,NA,NA,28.53,76.74,1.07,191.01,0.00,0.00,134.13,975.75,NA
2025-07-02 00:00:00,22.92,70.75,11.89,34.77,28.66,28.61,4.92,0.91,26.68,1.29,8.75,NA,NA,NA,NA,29.31,74.40,1.04,193.57,0.46,44.00,168.65,975.53,NA
2025-07-03 00:00:00,23.83,55.17,23.24,36.10,41.11,27.32,2.58,1.05,28.24,0.90,3.95,NA,NA,NA,NA,29.73,72.53,1.33,203.91,0.00,0.00,154.29,976.19,NA
2025-07-04 00:00:00,23.08,60.92,23.71,42.27,44.78,27.20,4.81,1.16,26.89,1.33,7.71,NA,NA,NA,NA,29.27,77.25,1.03,210.88,0.00,0.00,146.88,976.32,NA
2025-07-05 00:00:00,26.21,67.33,23.75,40.55,43.89,27.46,3.78,1.12,28.13,1.06,6.12,NA,NA,NA,NA,29.90,73.94,0.81,234.92,0.00,0.00,125.81,975.33,NA
2025-07-06 00:00:00,31.50,79.92,23.82,46.11,46.91,28.95,4.35,1.21,28.83,1.47,8.77,NA,NA,NA,NA,29.49,76.79,0.77,194.40,0.00,0.00,83.32,974.78,NA
2025-07-07 00:00:00,20.61,48.96,22.06,47.90,46.43,33.95,5.17,1.15,44.32,1.17,6.87,NA,NA,NA,NA,27.99,79.51,1.16,194.14,0.15,14.00,102.76,975.95,NA
2025-07-08 00:00:00,27.38,77.46,23.70,44.77,46.11,33.96,1.57,1.01,33.99,1.11,6.99,NA,NA,NA,NA,29.68,72.47,1.12,208.28,0.00,0.00,163.78,976.09,NA
2025-07-09 00:00:00,12.26,45.96,25.10,46.87,48.36,30.50,6.43,0.97,39.57,1.06,4.95,NA,NA,NA,NA,28.39,76.39,1.16,183.18,0.00,0.00,113.21,977.29,NA
2025-07-10 00:00:00,13.30,32.04,17.64,35.53,36.24,27.36,1.24,1.00,32.62,0.79,4.92,NA,NA,NA,NA,26.65,86.46,0.82,240.99,0.39,37.00,78.89,979.39,NA
2025-07-11 00:00:00,29.12,72.38,11.35,35.77,31.25,24.65,3.58,1.20,32.93,1.64,13.64,NA,NA,NA,NA,27.87,82.54,0.58,209.66,0.42,40.00,85.95,978.57,NA
2025-07-12 00:00:00,37.04,84.96,13.05,38.73,34.21,23.53,2.76,1.14,33.33,2.33,17.90,NA,NA,NA,NA,28.35,80.38,0.70,159.76,0.73,70.00,129.23,978.47,NA
2025-07-13 00:00:00,22.04,57.33,13.35,33.52,31.67,23.28,5.50,1.04,26.76,1.71,10.92,NA,NA,NA,NA,28.09,80.90,0.75,167.05,0.43,41.00,107.32,978.14,NA
2025-07-14 00:00:00,12.62,31.58,9.09,28.90,25.78,24.15,2.67,0.89,26.91,0.87,4.31,NA,NA,NA,NA,27.31,84.24,1.64,191.70,0.24,23.00,77.84,976.30,NA
2025-07-15 00:00:00,11.83,32.62,8.42,24.42,22.85,23.10,1.03,0.95,27.07,0.51,2.58,NA,NA,NA,NA,27.87,81.00,1.83,221.79,0.01,1.00,139.10,976.11,NA
2025-07-16 00:00:00,21.21,57.33,10.41,28.66,26.70,21.29,4.33,1.04,20.09,0.79,5.93,NA,NA,NA,NA,27.88,83.19,1.06,226.56,0.26,25.00,107.57,977.42,NA
2025-07-17 00:00:00,20.33,52.92,9.46,28.70,25.95,19.99,3.53,0.88,28.49,0.81,4.18,NA,NA,NA,NA,28.01,79.36,1.22,203.77,0.22,21.00,91.04,979.49,NA
2025-07-18 00:00:00,19.74,47.29,11.14,30.76,28.42,24.87,6.09,0.87,26.09,0.87,5.96,NA,NA,NA,NA,27.93,80.06,1.52,159.49,0.04,4.00,127.10,977.68,NA
2025-07-19 00:00:00,15.12,45.33,9.07,26.57,24.50,26.64,4.32,1.05,28.80,0.63,3.90,NA,NA,NA,NA,28.45,75.83,1.43,234.41,0.00,0.00,138.36,975.73,NA
2025-07-20 00:00:00,17.79,57.54,9.37,24.29,23.52,24.64,5.03,0.84,25.38,0.96,3.99,NA,NA,NA,NA,28.88,74.72,0.80,287.76,0.00,0.00,142.66,975.82,NA
2025-07-21 00:00:00,30.21,99.50,13.61,29.59,29.80,23.91,4.75,1.11,16.02,1.57,8.95,NA,NA,NA,NA,27.87,82.57,0.71,233.00,0.02,2.00,54.99,978.19,NA
2025-07-22 00:00:00,32.82,77.58,11.91,28.89,28.03,21.12,2.94,1.13,17.05,1.45,7.84,NA,NA,NA,NA,27.80,83.85,0.74,246.74,0.45,43.00,74.77,977.06,NA
2025-07-23 00:00:00,17.13,61.62,13.10,26.55,27.74,28.52,5.72,1.11,10.65,1.13,8.31,NA,NA,NA,NA,27.29,87.10,0.64,260.06,0.61,59.00,37.17,974.22,NA
2025-07-24 00:00:00,43.67,107.13,11.29,31.27,28.81,26.55,4.67,1.27,23.09,1.01,7.55,NA,NA,NA,NA,29.10,77.43,1.19,168.30,0.07,7.00,157.07,972.81,NA
2025-07-25 00:00:00,29.75,128.50,14.59,35.99,34.03,27.95,2.57,1.00,22.67,1.14,9.00,NA,NA,NA,NA,29.89,73.96,1.09,152.75,0.00,0.00,145.18,972.43,NA
2025-07-26 00:00:00,22.48,68.88,8.72,28.84,25.43,31.58,2.51,0.85,35.29,0.63,5.26,NA,NA,NA,NA,29.38,74.69,0.89,250.92,0.01,1.00,124.61,973.72,NA
2025-07-27 00:00:00,11.65,57.71,12.70,28.48,28.47,35.61,2.90,0.93,29.84,0.49,3.95,NA,NA,NA,NA,29.65,73.36,1.04,199.29,0.00,0.00,110.96,973.91,NA
2025-07-28 00:00:00,24.62,63.79,18.19,33.48,35.63,32.65,3.63,1.15,32.41,0.69,4.53,NA,NA,NA,NA,29.57,75.04,0.85,216.98,0.00,0.00,102.75,974.00,NA
2025-07-29 00:00:00,15.57,40.21,10.82,30.73,28.13,28.02,8.82,1.06,16.90,0.84,8.14,NA,NA,NA,NA,27.29,87.29,0.76,190.16,1.29,124.00,41.27,974.88,NA
2025-07-30 00:00:00,20.65,51.17,9.67,27.20,25.33,26.74,7.73,0.96,19.91,0.60,5.47,NA,NA,NA,NA,27.94,82.57,1.03,203.00,0.31,29.00,66.64,975.46,NA
2025-07-31 00:00:00,18.36,30.33,12.28,28.66,28.22,30.64,6.46,1.01,14.46,0.55,4.98,NA,NA,NA,NA,26.98,89.68,0.87,221.26,0.43,41.00,45.78,976.34,NA
2025-08-01 00:00:00,22.87,58.04,12.46,29.39,28.71,28.35,8.19,1.01,19.34,0.85,6.08,NA,NA,NA,NA,27.89,82.71,0.89,246.64,0.00,0.00,83.62,977.44,NA
2025-08-02 00:00:00,24.33,77.12,11.13,25.28,25.48,26.73,6.47,1.04,19.31,0.48,2.98,NA,NA,NA,NA,28.23,80.33,1.05,254.67,0.12,12.00,125.70,977.85,NA
2025-08-03 00:00:00,24.50,91.92,10.93,26.32,25.89,23.46,6.67,1.05,19.53,0.42,2.98,NA,NA,NA,NA,28.11,82.66,1.11,260.67,0.82,79.00,89.60,978.96,NA
2025-08-04 00:00:00,26.54,96.33,12.23,27.69,27.67,21.59,5.78,1.00,18.57,0.50,3.18,NA,NA,NA,NA,28.16,79.43,0.96,245.68,0.00,0.00,56.91,979.86,NA
2025-08-05 00:00:00,26.67,80.33,11.71,27.57,27.18,20.88,7.78,1.06,19.59,0.51,3.55,NA,NA,NA,NA,27.92,79.94,0.91,272.77,0.00,0.00,73.77,980.05,NA
2025-08-06 00:00:00,24.75,89.46,11.15,29.50,27.73,21.57,4.78,1.10,28.63,0.74,4.21,NA,NA,NA,NA,28.41,76.31,0.83,240.35,0.00,0.00,98.43,980.82,NA
2025-08-07 00:00:00,26.23,109.89,12.53,29.96,29.11,21.40,7.48,1.02,29.80,1.10,5.94,NA,NA,NA,NA,29.06,72.06,1.42,214.64,0.00,0.00,156.39,979.65,NA
2025-08-08 00:00:00,25.55,122.62,11.81,36.78,29.52,21.30,5.30,1.10,28.54,1.29,7.02,NA,NA,NA,NA,29.33,68.85,1.34,188.56,0.00,0.00,124.86,980.31,NA
2025-08-09 00:00:00,20.58,42.96,6.81,39.53,27.13,20.50,6.30,1.11,18.29,0.67,6.95,NA,NA,NA,NA,26.07,91.25,1.04,137.85,1.56,148.00,18.96,982.55,NA
2025-08-10 00:00:00,32.62,90.54,13.05,40.14,31.01,19.01,5.75,1.21,21.02,0.79,7.57,NA,NA,NA,NA,27.97,82.59,0.86,191.68,0.01,1.00,87.56,981.14,NA
2025-08-11 00:00:00,30.25,116.38,2.91,40.19,26.24,19.28,6.94,1.13,21.22,0.55,8.11,NA,NA,NA,NA,28.71,76.55,0.99,230.76,0.00,0.00,103.78,979.90,NA
2025-08-12 00:00:00,32.04,95.67,9.38,41.18,29.33,21.62,6.65,1.29,24.71,0.73,10.02,NA,NA,NA,NA,27.92,81.74,0.75,172.00,0.06,6.00,67.81,979.40,NA
2025-08-13 00:00:00,30.33,104.62,2.94,37.95,24.27,22.14,6.41,1.02,24.77,0.50,5.91,NA,NA,NA,NA,28.73,76.40,0.76,243.94,0.00,0.00,92.39,978.40,NA
2025-08-14 00:00:00,21.86,41.14,4.45,32.13,20.04,22.29,7.45,1.09,21.20,0.49,5.62,NA,NA,NA,NA,26.66,90.36,0.59,223.42,1.22,117.50,31.72,981.28,NA
2025-08-15 00:00:00,38.39,61.83,3.79,35.18,23.06,20.55,5.97,1.26,18.37,0.66,8.68,NA,NA,NA,NA,27.13,87.22,0.57,200.51,0.00,0.00,40.15,979.99,NA
2025-08-16 00:00:00,44.33,78.96,2.35,34.47,21.05,20.03,6.30,1.04,21.59,0.60,7.43,NA,NA,NA,NA,28.46,81.68,0.76,201.78,0.00,0.00,90.15,978.46,NA
2025-08-17 00:00:00,35.38,78.79,3.17,36.86,23.22,18.95,7.00,1.10,19.71,0.57,7.22,NA,NA,NA,NA,28.25,80.95,0.84,189.27,0.00,0.00,81.35,979.50,NA
2025-08-18 00:00:00,30.88,75.33,5.01,32.94,21.62,22.98,5.10,0.99,28.16,0.41,4.43,NA,NA,NA,NA,28.68,77.88,1.01,187.96,0.00,0.00,92.93,981.15,NA
2025-08-19 00:00:00,30.58,78.42,10.05,39.64,32.24,32.06,8.39,1.38,27.38,0.62,10.81,NA,NA,NA,NA,28.54,78.83,0.83,176.72,0.00,0.00,116.35,979.78,NA
2025-08-20 00:00:00,20.95,44.82,5.50,27.96,22.35,31.95,3.59,1.08,36.05,0.28,2.62,NA,NA,NA,NA,29.19,74.50,1.34,196.68,0.00,0.00,156.54,979.19,NA
2025-08-21 00:00:00,18.91,45.57,14.23,21.09,24.39,35.58,9.69,1.91,21.98,0.40,3.97,NA,NA,NA,NA,28.64,79.08,0.83,206.83,0.01,0.50,84.33,977.65,NA
2025-08-22 00:00:00,36.38,80.00,17.87,22.17,29.31,29.67,9.45,1.32,25.98,1.14,11.67,NA,NA,NA,NA,28.35,81.76,0.61,202.30,0.01,1.00,109.32,976.64,NA
2025-08-23 00:00:00,29.88,52.62,12.64,18.83,23.27,24.38,6.75,1.12,25.66,1.07,8.43,NA,NA,NA,NA,27.98,82.49,0.85,190.32,0.05,4.50,91.11,976.81,NA
2025-08-24 00:00:00,19.75,39.46,14.51,18.30,24.51,27.89,6.82,0.88,23.79,1.13,9.53,NA,NA,NA,NA,27.66,83.00,1.01,197.43,0.00,0.00,93.25,977.49,NA
2025-08-25 00:00:00,22.54,33.67,9.38,14.25,18.23,26.80,6.52,0.99,26.33,0.70,3.07,NA,NA,NA,NA,26.94,85.50,1.36,203.15,0.08,7.50,36.26,976.98,NA
2025-08-26 00:00:00,23.95,57.71,15.67,18.30,25.47,23.81,8.90,1.16,22.14,0.54,5.97,NA,NA,NA,NA,26.85,88.52,1.28,213.46,0.31,29.50,54.20,979.40,NA
2025-08-27 00:00:00,26.17,45.67,17.82,29.26,33.05,19.65,6.76,1.18,18.91,0.80,9.01,NA,NA,NA,NA,26.99,88.05,0.70,211.53,0.00,0.00,46.60,979.95,NA
2025-08-28 00:00:00,55.46,101.00,19.06,31.29,35.14,19.51,9.46,0.99,25.88,1.13,17.00,NA,NA,NA,NA,28.56,80.84,1.01,209.08,0.00,0.00,116.06,979.15,NA
2025-08-29 00:00:00,45.38,69.88,10.49,28.19,26.41,18.56,9.98,1.09,20.90,0.61,4.67,NA,NA,NA,NA,27.29,86.96,1.10,192.08,0.00,0.00,34.76,980.33,NA
2025-08-30 00:00:00,27.08,53.12,8.01,22.71,20.26,21.18,8.72,1.03,30.63,0.50,3.52,NA,NA,NA,NA,28.21,80.22,1.21,202.80,0.23,22.50,110.88,981.70,NA
2025-08-31 00:00:00,27.12,48.62,6.56,22.35,17.22,24.22,11.45,1.00,31.74,0.59,3.61,NA,NA,NA,NA,27.05,83.46,0.98,219.22,0.00,0.00,48.04,979.98,NA
2025-09-01 00:00:00,11.31,24.00,5.88,20.80,15.84,22.08,9.18,1.00,32.83,0.64,2.51,NA,NA,NA,NA,26.11,87.13,1.57,200.00,0.32,30.00,43.95,976.45,NA
2025-09-02 00:00:00,12.62,22.17,6.13,21.12,16.22,19.57,9.11,1.13,31.02,0.53,2.74,NA,NA,NA,NA,26.47,88.29,1.58,215.58,0.19,18.50,59.35,977.66,NA
2025-09-03 00:00:00,18.04,30.09,9.04,25.88,21.13,18.50,12.30,1.13,20.35,1.15,9.03,NA,NA,NA,NA,26.67,86.85,0.92,193.14,0.55,53.00,92.60,980.80,NA
2025-09-04 00:00:00,26.17,48.21,22.56,30.26,34.31,18.32,10.14,0.90,15.50,2.51,13.38,NA,NA,NA,NA,27.61,83.65,0.74,136.76,0.07,6.50,128.84,981.00,NA
2025-09-05 00:00:00,24.67,51.92,9.57,23.36,20.20,16.45,7.89,0.20,21.02,1.11,6.40,NA,NA,NA,NA,27.81,80.45,1.28,176.83,0.00,0.00,122.46,981.27,NA
2025-09-06 00:00:00,31.12,64.29,8.31,22.70,18.83,15.01,7.53,0.57,21.27,0.78,3.74,NA,NA,NA,NA,28.22,79.26,1.26,201.75,0.00,0.00,80.33,981.58,NA
2025-09-07 00:00:00,26.00,56.21,8.97,22.35,19.18,14.54,8.48,0.52,18.75,0.71,4.03,NA,NA,NA,NA,27.71,81.43,1.08,212.17,0.00,0.00,88.22,981.38,NA
2025-09-08 00:00:00,25.50,58.08,10.63,22.27,20.47,15.59,7.58,0.56,21.47,1.16,3.74,NA,NA,NA,NA,28.29,77.06,0.72,254.82,0.00,0.00,123.48,982.33,NA
2025-09-09 00:00:00,22.62,76.62,9.68,26.58,22.01,16.89,7.66,0.51,26.50,1.24,4.31,NA,NA,NA,NA,28.66,74.04,1.24,194.45,0.00,0.00,129.22,983.56,NA
2025-09-10 00:00:00,21.54,76.33,8.95,26.69,21.47,17.10,8.23,0.48,24.90,1.04,3.40,NA,NA,NA,NA,28.63,75.09,1.85,144.89,0.00,0.00,115.93,982.77,NA
2025-09-11 00:00:00,24.96,93.42,13.14,26.78,24.92,16.87,7.50,0.58,24.62,1.44,5.53,NA,NA,NA,NA,28.09,73.41,1.66,165.45,0.00,0.00,128.92,982.08,NA
2025-09-12 00:00:00,23.62,95.08,13.93,27.40,25.89,17.65,8.63,0.53,21.21,1.45,6.34,NA,NA,NA,NA,28.07,73.04,1.19,189.45,0.00,0.00,126.97,983.72,NA
2025-09-13 00:00:00,24.67,100.62,18.52,30.76,31.39,17.49,9.57,0.66,22.89,2.09,10.44,NA,NA,NA,NA,28.58,71.41,0.81,199.52,0.01,0.50,125.52,984.06,NA
2025-09-14 00:00:00,33.62,104.25,13.48,30.90,27.41,18.15,9.89,0.52,23.50,2.09,10.18,NA,NA,NA,NA,28.41,74.10,0.73,180.18,0.00,0.00,82.33,983.28,NA
2025-09-15 00:00:00,29.58,102.58,15.93,34.73,31.41,18.33,9.05,0.77,21.52,1.92,7.90,NA,NA,NA,NA,28.82,69.72,0.87,142.58,0.00,0.00,108.09,981.49,NA
2025-09-16 00:00:00,37.50,115.71,11.30,40.24,30.36,20.56,10.02,0.51,30.99,2.20,11.76,NA,NA,NA,NA,28.92,70.61,0.73,145.20,0.00,0.00,100.98,981.68,NA
2025-09-17 00:00:00,49.46,92.50,5.28,32.87,21.51,20.13,9.60,0.65,25.46,1.61,8.30,NA,NA,NA,NA,27.74,81.16,0.69,231.72,0.04,4.00,80.16,982.12,NA
2025-09-18 00:00:00,53.04,101.96,5.38,34.70,22.61,20.93,8.97,0.57,33.14,2.09,13.79,NA,NA,NA,NA,28.10,79.12,0.69,216.44,0.00,0.00,99.48,982.42,NA
2025-09-19 00:00:00,53.32,144.59,8.72,38.11,27.28,22.65,9.66,0.79,25.39,2.44,13.17,NA,NA,NA,NA,28.71,74.72,0.75,158.82,0.00,0.00,97.67,982.92,NA
2025-09-20 00:00:00,43.46,128.62,8.66,33.01,24.51,24.34,8.98,0.59,24.56,1.81,9.38,NA,NA,NA,NA,28.66,73.11,1.01,163.28,0.00,0.00,101.92,982.42,NA
2025-09-21 00:00:00,35.92,136.38,8.37,35.83,25.86,23.39,9.86,0.53,28.28,1.93,8.16,NA,NA,NA,NA,28.44,70.80,0.95,146.03,0.00,0.00,111.99,981.72,NA
2025-09-22 00:00:00,35.15,138.08,6.71,36.41,24.78,22.53,10.09,0.49,29.93,1.96,8.75,NA,NA,NA,NA,28.71,67.66,1.11,142.84,0.00,0.00,115.21,982.16,NA
2025-09-23 00:00:00,27.29,118.52,10.72,39.70,29.73,20.99,9.24,0.56,28.54,2.20,10.36,NA,NA,NA,NA,28.55,62.25,1.30,100.07,0.00,0.00,139.85,981.83,NA
2025-09-24 00:00:00,27.88,118.83,13.64,38.19,31.28,21.17,9.67,0.51,28.30,2.19,10.80,NA,NA,NA,NA,28.26,64.45,1.26,108.86,0.00,0.00,143.22,980.32,NA
2025-09-25 00:00:00,27.58,122.53,24.44,46.35,44.05,21.72,11.79,1.91,26.02,3.33,16.78,NA,NA,NA,NA,29.18,61.43,0.94,78.89,0.00,0.00,40.98,980.89,NA
2025-09-26 00:00:00,32.12,123.67,15.79,43.56,36.00,23.30,10.03,0.69,26.09,3.56,17.70,NA,NA,NA,NA,28.53,68.70,0.96,81.01,0.00,0.00,133.97,982.48,NA
2025-09-27 00:00:00,53.62,158.67,8.95,43.73,29.39,23.59,7.31,0.75,39.43,2.24,10.36,NA,NA,NA,NA,29.46,68.07,0.66,165.67,0.00,0.00,131.02,984.36,NA
2025-09-28 00:00:00,33.50,83.83,7.49,30.47,22.31,23.68,7.53,0.32,23.31,1.02,4.80,NA,NA,NA,NA,29.38,69.94,1.04,233.24,0.00,0.00,134.68,983.64,NA
2025-09-29 00:00:00,36.62,86.00,6.99,29.95,21.55,25.18,8.35,0.58,25.56,1.21,4.76,NA,NA,NA,NA,29.13,70.78,0.84,248.67,0.00,0.00,125.01,981.92,NA
2025-09-30 00:00:00,46.43,95.29,9.98,32.69,25.53,24.67,8.31,0.55,15.64,1.60,9.82,NA,NA,NA,NA,26.69,83.71,0.76,244.07,0.62,60.00,40.73,980.86,NA
2025-10-01 00:00:00,39.24,83.43,25.83,42.60,43.66,26.00,3.57,1.00,39.38,1.83,8.28,NA,NA,NA,NA,27.33,79.28,0.59,228.79,0.00,0.00,92.82,980.77,NA
2025-10-02 00:00:00,38.04,80.08,20.85,36.39,36.32,25.91,1.62,0.75,35.28,1.31,3.28,NA,NA,NA,NA,27.78,77.88,0.74,229.03,0.00,0.00,94.73,983.93,NA
2025-10-03 00:00:00,28.79,79.21,24.55,45.03,43.90,22.59,1.76,1.12,29.81,1.89,7.13,NA,NA,NA,NA,27.74,75.68,0.67,191.75,0.00,0.00,133.54,986.71,NA
2025-10-04 00:00:00,59.44,142.56,30.02,53.49,52.85,21.48,3.53,1.02,34.95,3.19,16.05,NA,NA,NA,NA,27.81,74.48,0.76,134.40,0.05,5.00,122.07,984.80,NA
2025-10-05 00:00:00,57.33,137.08,7.33,40.08,27.29,22.82,4.56,0.44,36.65,1.85,7.78,NA,NA,NA,NA,27.57,74.62,0.80,185.19,0.00,0.00,99.89,983.49,NA
2025-10-06 00:00:00,33.81,70.12,9.13,34.18,25.60,22.01,5.78,0.27,23.12,1.27,5.09,NA,NA,NA,NA,24.49,85.43,0.89,169.02,0.09,8.50,33.16,985.82,NA
