Timestamp,PM2.5 (µg/m³),PM10 (µg/m³),NO (µg/m³),NO2 (µg/m³),NOx (ppb),NH3 (µg/m³),SO2 (µg/m³),CO (mg/m³),Ozone (µg/m³),Benzene (µg/m³),Toluene (µg/m³),Xylene (µg/m³),O Xylene (µg/m³),Eth-Benzene (µg/m³),MP-Xylene (µg/m³),AT (°C),RH (%),WS (m/s),WD (deg),RF (mm),TOT-RF (mm),SR (W/mt2),BP (mmHg),VWS (m/s)
2025-10-07 00:00:00,18.38,34.46,7.27,29.18,21.43,22.21,5.86,0.45,36.63,0.92,3.35,NA,NA,NA,NA,24.97,82.52,0.81,220.75,0.34,33.00,103.14,986.19,NA
2025-10-08 00:00:00,35.71,78.54,10.81,41.22,30.72,22.21,6.14,0.70,26.24,1.61,8.30,NA,NA,NA,NA,24.33,83.86,0.76,108.61,0.00,0.00,44.56,987.92,NA
2025-10-09 00:00:00,41.54,124.08,7.98,42.47,29.08,22.58,9.13,0.55,36.62,1.09,3.25,NA,NA,NA,NA,25.45,75.40,1.09,60.84,0.00,0.00,107.81,989.46,NA
2025-10-10 00:00:00,65.66,205.95,9.08,51.39,34.73,25.56,8.94,0.65,45.98,0.36,0.97,NA,NA,NA,NA,24.91,72.35,0.75,129.01,0.00,0.00,101.29,988.37,NA
2025-10-11 00:00:00,76.79,202.17,11.56,51.54,36.83,29.05,9.36,0.78,42.11,0.33,0.91,NA,NA,NA,NA,25.18,73.18,0.74,184.55,0.00,0.00,101.81,988.23,NA
2025-10-12 00:00:00,66.08,190.38,12.85,53.07,38.66,64.07,10.05,0.72,50.08,0.25,0.53,NA,NA,NA,NA,26.04,66.81,0.92,89.61,0.00,0.00,104.55,987.68,NA
2025-10-13 00:00:00,74.83,199.33,16.23,59.46,44.83,84.23,6.38,0.67,47.94,0.29,0.59,NA,NA,NA,NA,25.84,69.14,0.58,147.80,0.00,0.00,99.66,988.71,NA
2025-10-14 00:00:00,72.67,195.29,20.29,68.94,53.17,93.42,7.81,0.90,47.81,0.33,0.81,NA,NA,NA,NA,25.79,65.60,0.55,134.29,0.00,0.00,101.23,987.75,NA
2025-10-15 00:00:00,84.83,214.42,35.99,79.63,71.61,94.70,9.16,1.18,48.84,0.79,2.18,NA,NA,NA,NA,25.54,65.21,0.46,184.81,0.00,0.00,90.92,987.85,NA
2025-10-16 00:00:00,95.42,236.62,27.02,75.19,61.95,83.37,8.59,1.07,42.46,0.59,1.88,NA,NA,NA,NA,25.37,66.31,0.51,194.71,0.00,0.00,93.28,987.75,NA
2025-10-17 00:00:00,107.40,249.69,22.92,73.45,57.01,65.13,11.00,0.86,35.70,0.51,1.54,NA,NA,NA,NA,25.79,66.61,0.58,163.06,0.00,0.00,88.32,988.86,NA
2025-10-18 00:00:00,113.33,246.00,14.38,73.95,51.04,49.70,15.82,0.85,51.81,0.42,0.90,NA,NA,NA,NA,26.18,68.22,0.47,195.42,0.00,0.00,82.22,988.29,NA
2025-10-19 00:00:00,158.00,299.75,18.76,84.03,59.95,46.34,19.69,0.95,47.28,0.74,2.02,NA,NA,NA,NA,26.21,70.77,0.41,175.01,0.00,0.00,73.43,987.67,NA
2025-10-20 00:00:00,214.92,337.62,17.43,68.36,50.53,45.55,28.90,1.05,43.23,0.69,1.61,NA,NA,NA,NA,26.34,68.43,0.52,217.27,0.00,0.00,70.73,987.84,NA
2025-10-21 00:00:00,262.67,344.90,18.26,45.21,35.45,44.19,30.52,0.59,39.31,0.41,0.53,NA,NA,NA,NA,26.21,70.47,0.57,232.30,0.00,0.00,64.97,989.18,NA
2025-10-22 00:00:00,202.58,302.00,13.91,53.78,37.97,42.62,19.35,0.93,42.89,0.52,0.77,NA,NA,NA,NA,25.85,71.31,0.60,158.55,0.00,0.00,64.83,989.73,NA
2025-10-23 00:00:00,136.67,246.75,10.64,58.99,39.09,39.98,20.74,1.02,46.19,0.37,0.60,NA,NA,NA,NA,25.34,63.86,0.61,130.88,0.00,0.00,72.08,989.07,NA
2025-10-24 00:00:00,101.38,198.65,8.91,57.83,36.99,39.63,18.39,0.61,57.10,0.40,0.95,NA,NA,NA,NA,25.09,60.31,0.52,183.75,0.00,0.00,74.70,988.70,NA
2025-10-25 00:00:00,134.00,251.00,23.17,82.92,62.93,40.43,21.52,1.33,56.13,0.61,1.57,NA,NA,NA,NA,25.05,63.29,0.46,205.22,0.00,0.00,66.30,988.29,NA
2025-10-26 00:00:00,150.54,260.17,11.66,62.55,42.76,38.41,19.84,0.97,64.14,0.61,1.47,NA,NA,NA,NA,25.08,61.26,0.56,212.18,0.00,0.00,76.42,989.09,NA
2025-10-27 00:00:00,140.29,239.17,15.62,53.81,41.34,39.66,22.58,0.68,44.28,0.44,1.12,NA,NA,NA,NA,24.14,68.32,0.60,236.25,0.00,0.00,44.94,989.93,NA
2025-10-28 00:00:00,131.42,215.12,13.64,48.11,36.67,41.70,18.66,0.86,33.51,0.27,0.55,NA,NA,NA,NA,23.85,74.67,0.49,224.48,0.00,0.00,38.19,991.05,NA
2025-10-29 00:00:00,147.12,242.08,27.98,62.96,56.23,40.61,14.59,1.39,32.01,0.42,1.08,NA,NA,NA,NA,24.51,75.45,0.50,125.39,0.00,0.00,67.84,989.10,NA
2025-10-30 00:00:00,187.03,285.75,34.31,59.34,59.45,42.53,12.28,1.25,18.62,0.97,4.14,NA,NA,NA,NA,24.50,81.24,0.51,211.56,0.00,0.00,27.26,988.18,NA
2025-10-31 00:00:00,84.29,129.54,12.95,37.95,30.73,45.89,10.64,0.64,40.22,0.22,0.52,NA,NA,NA,NA,25.40,80.46,0.59,218.54,0.00,0.00,52.65,987.21,NA
2025-11-01 00:00:00,216.06,325.31,19.53,63.12,49.47,51.96,15.64,1.39,34.16,0.35,0.67,NA,NA,NA,NA,25.11,73.74,0.69,131.56,0.00,0.00,56.37,987.43,NA
2025-11-02 00:00:00,192.88,307.71,16.87,61.17,46.26,45.89,17.55,0.78,46.78,0.40,0.76,NA,NA,NA,NA,24.84,60.92,1.01,122.70,0.00,0.00,60.39,987.32,NA
2025-11-03 00:00:00,121.67,235.12,16.74,63.42,47.36,38.13,18.25,0.70,47.28,0.30,0.44,NA,NA,NA,NA,24.58,54.75,0.86,164.74,0.00,0.00,59.41,985.77,NA
2025-11-04 00:00:00,123.88,214.33,25.09,52.89,48.52,40.12,16.59,0.87,42.46,0.26,0.56,NA,NA,NA,NA,24.78,62.33,0.69,254.70,0.00,0.00,56.55,985.58,NA
2025-11-05 00:00:00,102.04,180.71,18.39,55.39,44.44,43.63,12.53,0.87,37.79,0.25,0.57,NA,NA,NA,NA,24.89,68.84,0.81,138.91,0.00,0.00,65.89,986.07,NA
2025-11-06 00:00:00,201.29,314.83,17.25,62.12,47.07,33.80,15.75,0.80,44.57,0.29,0.45,NA,NA,NA,NA,22.90,52.54,1.22,79.43,0.00,0.00,64.30,988.95,NA
2025-11-07 00:00:00,204.25,342.17,17.36,73.44,53.23,29.82,20.06,0.96,44.71,0.30,0.43,NA,NA,NA,NA,23.04,49.67,1.34,49.04,0.00,0.00,64.76,990.38,NA
2025-11-08 00:00:00,254.96,412.46,24.60,82.49,63.87,31.00,24.34,1.18,39.73,0.36,0.53,NA,NA,NA,NA,22.60,50.48,1.14,62.23,0.00,0.00,63.24,991.47,NA
2025-11-09 00:00:00,230.25,367.33,18.88,79.20,57.46,32.37,25.11,0.77,42.51,0.40,0.89,NA,NA,NA,NA,22.69,51.99,1.02,89.42,0.00,0.00,59.35,990.01,NA
2025-11-10 00:00:00,278.71,422.12,19.00,84.97,60.65,34.22,58.30,1.15,41.59,1.55,5.81,NA,NA,NA,NA,22.26,56.84,0.77,131.42,0.00,0.00,56.00,989.90,NA
2025-11-11 00:00:00,304.88,446.71,21.36,88.98,64.70,34.96,26.82,0.79,38.49,1.06,4.72,NA,NA,NA,NA,18.17,58.41,0.81,150.83,0.00,0.00,54.44,990.81,NA
2025-11-12 00:00:00,333.25,491.00,21.04,85.98,62.81,36.31,15.44,1.44,37.57,0.55,1.35,NA,NA,NA,NA,18.00,58.39,0.81,150.17,0.00,0.00,53.39,991.71,NA
2025-11-13 00:00:00,304.75,463.62,24.12,83.63,64.10,38.89,24.32,1.57,47.99,0.47,1.00,NA,NA,NA,NA,18.17,57.47,0.89,99.83,0.00,0.00,48.64,993.17,NA
2025-11-14 00:00:00,221.17,366.50,20.20,82.43,60.26,34.68,23.68,1.33,46.32,0.38,0.61,NA,NA,NA,NA,18.08,55.62,0.94,117.17,0.00,0.00,47.26,993.04,NA
2025-11-15 00:00:00,248.33,390.08,22.21,84.91,63.23,35.38,21.98,1.39,43.45,0.39,0.64,NA,NA,NA,NA,17.90,56.52,0.78,176.80,0.00,0.00,47.81,994.05,NA
2025-11-16 00:00:00,221.38,360.08,24.48,83.02,64.05,34.95,23.59,1.16,45.32,0.43,0.78,NA,NA,NA,NA,17.85,55.23,0.87,140.90,0.00,0.00,48.77,995.68,NA
2025-11-17 00:00:00,176.71,293.50,19.44,73.08,54.66,34.46,20.59,1.04,53.43,0.35,0.54,NA,NA,NA,NA,17.56,56.18,0.64,194.24,0.00,0.00,44.44,995.09,NA
2025-11-18 00:00:00,203.11,331.29,26.31,88.68,68.55,39.67,21.91,1.53,48.43,0.39,0.85,NA,NA,NA,NA,17.66,63.01,0.63,202.36,0.01,0.50,42.68,993.11,NA
2025-11-19 00:00:00,268.33,389.21,20.48,84.91,61.84,43.04,22.55,1.65,59.07,0.51,1.01,NA,NA,NA,NA,18.23,63.72,0.58,234.55,0.00,0.00,43.04,992.75,NA
2025-11-20 00:00:00,205.25,290.21,13.02,63.23,44.23,41.38,21.02,1.26,75.38,0.52,1.05,NA,NA,NA,NA,18.49,63.32,0.57,256.40,0.00,0.00,39.77,993.44,NA
2025-11-21 00:00:00,203.04,283.67,21.66,70.25,54.99,49.75,17.38,1.48,47.82,0.35,0.83,NA,NA,NA,NA,18.25,69.23,0.64,246.41,0.00,0.00,38.22,994.46,NA
2025-11-22 00:00:00,196.58,294.29,23.61,81.29,62.42,42.64,18.12,1.68,45.96,0.39,0.79,NA,NA,NA,NA,18.07,67.91,0.56,204.57,0.00,0.00,35.69,992.77,NA
2025-11-23 00:00:00,218.12,341.92,30.51,93.33,74.47,39.34,17.96,1.77,30.92,0.50,1.22,NA,NA,NA,NA,17.70,64.65,0.49,198.73,0.00,0.00,35.04,993.00,NA
2025-11-24 00:00:00,221.04,344.67,32.46,92.92,75.50,38.06,17.05,1.33,21.98,0.52,1.07,NA,NA,NA,NA,17.18,66.14,0.53,211.96,0.00,0.00,33.83,994.38,NA
2025-11-25 00:00:00,211.00,332.29,36.43,91.36,78.18,36.72,10.97,1.49,25.67,0.58,1.52,NA,NA,NA,NA,16.80,65.09,0.72,180.84,0.00,0.00,32.50,994.33,NA
2025-11-26 00:00:00,175.88,294.46,31.81,97.23,77.55,33.19,10.83,1.30,26.37,0.49,1.00,NA,NA,NA,NA,16.80,60.78,0.58,178.83,0.00,0.00,41.39,994.51,NA
2025-11-27 00:00:00,245.62,381.83,57.30,110.52,105.36,38.39,15.62,2.48,26.30,0.99,2.22,NA,NA,NA,NA,16.76,65.73,0.48,222.77,0.00,0.00,40.21,995.82,NA
2025-11-28 00:00:00,216.33,343.25,55.89,112.80,105.46,41.66,10.83,1.56,24.94,0.89,2.80,NA,NA,NA,NA,16.99,66.88,0.61,137.92,0.00,0.00,38.43,994.01,NA
2025-11-29 00:00:00,148.62,259.96,41.55,97.06,85.42,38.65,9.52,1.14,18.69,0.47,1.12,NA,NA,NA,NA,17.66,59.56,0.87,80.93,0.00,0.00,41.42,992.27,NA
2025-11-30 00:00:00,147.42,255.33,30.64,86.68,70.99,34.77,10.43,1.04,18.88,0.36,0.67,NA,NA,NA,NA,16.38,58.67,0.89,127.76,0.00,0.00,38.79,991.34,NA
2025-12-01 00:00:00,154.57,261.12,33.52,99.92,80.40,32.65,12.12,1.17,11.81,0.35,0.66,NA,NA,NA,NA,16.40,56.69,0.57,195.03,0.00,0.00,43.67,991.18,NA
2025-12-02 00:00:00,277.13,428.54,59.08,113.24,107.17,40.18,13.96,2.31,17.35,0.64,1.96,NA,NA,NA,NA,16.85,63.15,0.56,190.09,0.00,0.00,36.55,991.22,NA
2025-12-03 00:00:00,184.50,302.50,40.65,98.63,85.46,39.93,12.12,0.90,17.99,0.86,2.48,NA,NA,NA,NA,15.85,61.22,0.88,78.43,0.00,0.00,39.03,994.40,NA
2025-12-04 00:00:00,178.04,285.46,31.70,89.59,73.40,39.23,12.32,1.01,17.33,0.45,0.94,NA,NA,NA,NA,15.31,61.99,0.96,117.16,0.00,0.00,37.73,995.27,NA
2025-12-05 00:00:00,188.58,302.62,30.29,98.76,76.57,37.31,12.59,1.22,15.55,0.50,1.02,NA,NA,NA,NA,15.40,62.75,0.71,180.94,0.00,0.00,36.51,996.77,NA
2025-12-06 00:00:00,169.50,278.62,17.43,87.43,60.65,36.64,12.47,0.99,23.64,0.47,0.74,NA,NA,NA,NA,16.62,56.40,1.40,57.71,0.00,0.00,35.64,995.37,NA
2025-12-07 00:00:00,162.46,272.92,17.32,85.19,59.38,39.59,13.28,1.13,22.95,0.69,1.08,NA,NA,NA,NA,16.93,58.01,1.24,61.23,0.00,0.00,34.19,994.80,NA
2025-12-08 00:00:00,158.29,276.67,17.72,86.34,60.16,39.88,12.11,1.12,26.23,1.97,5.89,NA,NA,NA,NA,17.62,54.71,1.47,41.93,0.00,0.00,33.31,994.47,NA
2025-12-09 00:00:00,126.50,237.21,12.96,78.46,52.26,38.90,13.31,1.12,32.33,2.35,5.71,NA,NA,NA,NA,17.50,52.64,1.51,44.15,0.00,0.00,32.52,993.99,NA
2025-12-10 00:00:00,135.12,243.12,20.94,71.01,54.80,36.12,13.91,1.66,20.93,2.69,6.41,NA,NA,NA,NA,17.10,55.95,1.14,91.86,0.00,0.00,32.52,993.96,NA
2025-12-11 00:00:00,161.38,267.25,23.28,76.12,59.45,42.21,12.69,1.40,28.88,4.05,12.64,NA,NA,NA,NA,16.89,62.55,0.74,184.80,0.00,0.00,31.07,992.89,NA
2025-12-12 00:00:00,221.58,346.46,50.61,94.77,91.60,48.82,14.76,1.61,12.43,4.17,19.46,NA,NA,NA,NA,16.72,66.62,0.53,189.49,0.00,0.00,31.72,992.14,NA
2025-12-13 00:00:00,373.38,520.42,50.56,88.10,87.97,66.00,13.03,0.96,36.02,7.14,32.65,NA,NA,NA,NA,16.55,75.99,0.65,226.68,0.00,0.00,34.80,993.14,NA
2025-12-14 00:00:00,395.42,531.46,26.26,53.21,49.67,67.27,11.92,0.54,68.96,6.29,22.82,NA,NA,NA,NA,16.18,82.96,0.56,237.40,0.00,0.00,33.65,994.38,NA
2025-12-15 00:00:00,263.08,352.54,18.71,53.30,43.53,52.14,10.02,1.40,63.31,4.91,13.56,NA,NA,NA,NA,16.34,76.50,0.82,128.66,0.00,0.00,31.67,993.84,NA
2025-12-16 00:00:00,189.50,289.50,13.50,49.63,37.38,46.07,13.55,0.29,56.02,3.68,10.43,NA,NA,NA,NA,17.01,66.35,1.43,44.15,0.00,0.00,32.06,992.69,NA
2025-12-17 00:00:00,187.33,276.79,17.03,46.45,38.53,45.90,11.60,0.91,38.12,4.78,9.52,NA,NA,NA,NA,16.89,70.18,1.37,75.59,0.00,0.00,31.49,993.66,NA
2025-12-18 00:00:00,286.50,404.54,34.15,55.33,57.20,50.99,9.18,2.48,21.71,8.93,24.81,NA,NA,NA,NA,15.03,86.30,0.56,174.57,0.00,0.00,27.55,994.75,NA
2025-12-19 00:00:00,239.29,328.54,39.51,54.01,60.84,50.80,8.52,1.60,24.08,8.11,29.05,NA,NA,NA,NA,15.22,82.57,0.77,121.65,0.00,0.00,30.78,992.24,NA
2025-12-20 00:00:00,242.08,319.79,26.97,36.51,41.31,47.18,8.33,1.23,10.15,3.22,9.23,NA,NA,NA,NA,13.40,90.71,0.85,250.53,0.00,0.00,19.94,991.42,NA
2025-12-21 00:00:00,194.54,285.92,15.31,19.38,22.75,48.69,9.01,1.46,12.77,0.97,1.81,NA,NA,NA,NA,14.26,88.02,0.83,241.72,0.00,0.00,20.61,993.29,NA
2025-12-22 00:00:00,238.54,370.54,14.01,31.37,28.08,48.98,7.81,1.73,9.93,0.94,1.45,NA,NA,NA,NA,15.05,85.05,0.68,241.60,0.00,0.00,24.05,993.23,NA
2025-12-23 00:00:00,255.88,361.11,20.55,46.15,41.26,54.61,8.55,1.82,18.14,1.34,2.63,NA,NA,NA,NA,16.34,78.76,1.33,66.10,0.03,2.50,32.06,991.26,NA
2025-12-24 00:00:00,119.79,181.67,13.82,45.63,35.46,44.84,10.08,1.16,14.10,0.89,1.46,NA,NA,NA,NA,16.06,71.49,1.48,76.96,0.02,2.00,29.91,991.16,NA
2025-12-25 00:00:00,119.00,203.25,10.02,56.09,38.02,35.70,11.83,1.12,9.48,0.77,1.66,NA,NA,NA,NA,15.49,66.16,0.82,146.30,0.00,0.00,30.72,992.50,NA
2025-12-26 00:00:00,248.71,347.04,32.39,72.08,64.63,37.92,10.30,1.71,13.69,1.22,3.40,NA,NA,NA,NA,15.18,75.95,0.67,184.96,0.00,0.00,33.73,992.84,NA
2025-12-27 00:00:00,277.96,377.79,36.43,76.61,70.38,44.98,9.12,1.30,32.89,1.87,5.89,NA,NA,NA,NA,15.29,76.92,0.77,120.78,0.00,0.00,33.76,992.66,NA
2025-12-28 00:00:00,336.04,436.08,16.97,68.24,50.10,51.79,8.54,1.54,25.32,1.32,3.38,NA,NA,NA,NA,15.07,79.71,0.69,200.57,0.02,1.50,34.72,993.34,NA
2025-12-29 00:00:00,264.46,290.69,6.76,30.52,21.64,49.12,6.69,0.98,17.70,1.08,2.21,NA,NA,NA,NA,13.73,90.01,0.65,253.26,0.00,0.00,23.20,993.28,NA
2025-12-30 00:00:00,210.17,278.83,36.43,62.58,62.19,39.11,9.79,2.08,24.00,1.03,2.29,NA,NA,NA,NA,14.29,82.82,0.61,179.37,0.00,0.00,28.02,990.61,NA
2025-12-31 00:00:00,268.71,337.88,23.53,38.36,39.63,45.73,8.16,0.89,14.81,1.11,3.44,NA,NA,NA,NA,13.13,91.71,1.12,258.12,0.00,0.00,16.29,988.89,NA
